lms_enrollment_fact_id,student_dim_id,course_dim_id,section_dim_id,teacher_dim_id,extraction_batch_id,source_system,school_year,canvas_course_id,course_id,section_id,teacher_id,sis_user_id,grade_level,enrollment_status,is_active_enrollment,reconciliation_status
512,331,2,29,6,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-003,TCH-001,SYN-SIS-000331,9,active,true,matched
513,345,2,29,6,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-003,TCH-001,SYN-SIS-000345,9,active,true,matched
514,81,2,30,7,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-004,TCH-002,SYN-SIS-000081,10,active,true,matched
515,113,2,30,7,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-004,TCH-002,SYN-SIS-000113,10,active,true,matched
516,142,2,30,7,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-004,TCH-002,SYN-SIS-000142,10,active,true,matched
517,225,2,30,7,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-004,TCH-002,SYN-SIS-000225,10,active,true,matched
518,254,2,30,7,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-004,TCH-002,SYN-SIS-000254,11,active,true,matched
519,279,2,30,7,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-004,TCH-002,SYN-SIS-000279,10,active,true,matched
520,311,2,30,7,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-004,TCH-002,SYN-SIS-000311,9,active,true,matched
521,312,2,30,7,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-004,TCH-002,SYN-SIS-000312,9,active,true,matched
522,322,2,30,7,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-004,TCH-002,SYN-SIS-000322,9,active,true,matched
523,328,2,30,7,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-004,TCH-002,SYN-SIS-000328,9,active,true,matched
524,332,2,30,7,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-004,TCH-002,SYN-SIS-000332,9,active,true,matched
525,335,2,30,7,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-004,TCH-002,SYN-SIS-000335,9,active,true,matched
526,346,2,30,7,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-004,TCH-002,SYN-SIS-000346,9,active,true,matched
527,17,2,31,6,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-005,TCH-001,SYN-SIS-000017,10,active,true,matched
528,50,2,31,6,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-005,TCH-001,SYN-SIS-000050,10,active,true,matched
529,171,2,31,6,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-005,TCH-001,SYN-SIS-000171,10,active,true,matched
530,205,2,31,6,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-005,TCH-001,SYN-SIS-000205,10,active,true,matched
531,221,2,31,6,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-005,TCH-001,SYN-SIS-000221,10,active,true,matched
532,288,2,31,6,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-005,TCH-001,SYN-SIS-000288,9,active,true,matched
533,293,2,31,6,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-005,TCH-001,SYN-SIS-000293,9,active,true,matched
534,303,2,31,6,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-005,TCH-001,SYN-SIS-000303,9,active,true,matched
535,319,2,31,6,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-005,TCH-001,SYN-SIS-000319,9,active,true,matched
536,325,2,31,6,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-005,TCH-001,SYN-SIS-000325,9,active,true,matched
537,329,2,31,6,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-005,TCH-001,SYN-SIS-000329,9,active,true,matched
538,330,2,31,6,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-005,TCH-001,SYN-SIS-000330,9,active,true,matched
539,344,2,31,6,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-GEOM-2026-2027,MATH-GEOM,Y01-SEC-005,TCH-001,SYN-SIS-000344,9,active,true,matched
540,64,6,43,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-017,TCH-003,SYN-SIS-000064,12,active,true,matched
541,66,6,43,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-017,TCH-003,SYN-SIS-000066,11,active,true,matched
542,71,6,43,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-017,TCH-003,SYN-SIS-000071,12,active,true,matched
543,76,6,43,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-017,TCH-003,SYN-SIS-000076,11,active,true,matched
544,79,6,43,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-017,TCH-003,SYN-SIS-000079,11,active,true,matched
545,87,6,43,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-017,TCH-003,SYN-SIS-000087,11,active,true,matched
546,121,6,43,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-017,TCH-003,SYN-SIS-000121,11,active,true,matched
547,134,6,43,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-017,TCH-003,SYN-SIS-000134,11,active,true,matched
548,164,6,43,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-017,TCH-003,SYN-SIS-000164,11,active,true,matched
549,229,6,43,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-017,TCH-003,SYN-SIS-000229,12,active,true,matched
550,234,6,43,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-017,TCH-003,SYN-SIS-000234,11,active,true,matched
551,235,6,43,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-017,TCH-003,SYN-SIS-000235,11,active,true,matched
552,2,6,44,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-018,TCH-003,SYN-SIS-000002,11,active,true,matched
553,23,6,44,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-018,TCH-003,SYN-SIS-000023,11,active,true,matched
554,33,6,44,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-018,TCH-003,SYN-SIS-000033,11,active,true,matched
555,43,6,44,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-018,TCH-003,SYN-SIS-000043,12,active,true,matched
556,59,6,44,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-018,TCH-003,SYN-SIS-000059,11,active,true,matched
557,88,6,44,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-018,TCH-003,SYN-SIS-000088,11,active,true,matched
558,97,6,44,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-018,TCH-003,SYN-SIS-000097,11,active,true,matched
559,191,6,44,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-018,TCH-003,SYN-SIS-000191,12,active,true,matched
560,218,6,44,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-018,TCH-003,SYN-SIS-000218,12,active,true,matched
561,244,6,44,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-018,TCH-003,SYN-SIS-000244,11,active,true,matched
562,249,6,44,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-018,TCH-003,SYN-SIS-000249,11,active,true,matched
563,275,6,44,8,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-018,TCH-003,SYN-SIS-000275,12,active,true,matched
564,3,6,45,9,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-019,TCH-004,SYN-SIS-000003,12,active,true,matched
565,4,6,45,9,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-019,TCH-004,SYN-SIS-000004,12,active,true,matched
566,14,6,45,9,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-019,TCH-004,SYN-SIS-000014,11,active,true,matched
567,61,6,45,9,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-019,TCH-004,SYN-SIS-000061,11,active,true,matched
568,69,6,45,9,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-019,TCH-004,SYN-SIS-000069,11,active,true,matched
569,91,6,45,9,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-019,TCH-004,SYN-SIS-000091,11,active,true,matched
570,133,6,45,9,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-019,TCH-004,SYN-SIS-000133,12,active,true,matched
571,140,6,45,9,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-019,TCH-004,SYN-SIS-000140,11,active,true,matched
572,189,6,45,9,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-019,TCH-004,SYN-SIS-000189,11,active,true,matched
573,209,6,45,9,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-019,TCH-004,SYN-SIS-000209,12,active,true,matched
574,242,6,45,9,synthetic_canvas_profile_extract_v2,synthetic_canvas,2026-2027,SYN-CANVAS-MATH-PRECALC-2026-2027,MATH-PRECALC,Y01-SEC-019,TCH-004,SYN-SIS-000242,11,active,true,matched
575,349,1,51,11,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG1-2027-2028,MATH-ALG1,Y02-SEC-001,TCH-001,SYN-SIS-000349,9,active,true,matched
576,353,1,51,11,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG1-2027-2028,MATH-ALG1,Y02-SEC-001,TCH-001,SYN-SIS-000353,9,active,true,matched
577,354,1,51,11,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG1-2027-2028,MATH-ALG1,Y02-SEC-001,TCH-001,SYN-SIS-000354,9,active,true,matched
578,359,1,51,11,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG1-2027-2028,MATH-ALG1,Y02-SEC-001,TCH-001,SYN-SIS-000359,9,active,true,matched
579,361,1,51,11,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG1-2027-2028,MATH-ALG1,Y02-SEC-001,TCH-001,SYN-SIS-000361,9,active,true,matched
580,364,1,51,11,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG1-2027-2028,MATH-ALG1,Y02-SEC-001,TCH-001,SYN-SIS-000364,9,active,true,matched
581,374,1,51,11,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG1-2027-2028,MATH-ALG1,Y02-SEC-001,TCH-001,SYN-SIS-000374,9,active,true,matched
582,378,1,51,11,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG1-2027-2028,MATH-ALG1,Y02-SEC-001,TCH-001,SYN-SIS-000378,9,active,true,matched
583,383,1,51,11,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG1-2027-2028,MATH-ALG1,Y02-SEC-001,TCH-001,SYN-SIS-000383,9,active,true,matched
584,397,1,51,11,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG1-2027-2028,MATH-ALG1,Y02-SEC-001,TCH-001,SYN-SIS-000397,9,active,true,matched
585,398,1,51,11,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG1-2027-2028,MATH-ALG1,Y02-SEC-001,TCH-001,SYN-SIS-000398,9,active,true,matched
586,405,1,51,11,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG1-2027-2028,MATH-ALG1,Y02-SEC-001,TCH-001,SYN-SIS-000405,9,active,true,matched
587,407,1,51,11,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG1-2027-2028,MATH-ALG1,Y02-SEC-001,TCH-001,SYN-SIS-000407,9,active,true,matched
588,50,3,56,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-006,TCH-002,SYN-SIS-000050,11,active,true,matched
589,65,3,56,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-006,TCH-002,SYN-SIS-000065,11,active,true,matched
590,142,3,56,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-006,TCH-002,SYN-SIS-000142,11,active,true,matched
591,171,3,56,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-006,TCH-002,SYN-SIS-000171,11,active,true,matched
592,172,3,56,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-006,TCH-002,SYN-SIS-000172,11,active,true,matched
593,279,3,56,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-006,TCH-002,SYN-SIS-000279,11,active,true,matched
594,289,3,56,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-006,TCH-002,SYN-SIS-000289,10,active,true,matched
595,304,3,56,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-006,TCH-002,SYN-SIS-000304,10,active,true,matched
596,305,3,56,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-006,TCH-002,SYN-SIS-000305,10,active,true,matched
597,320,3,56,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-006,TCH-002,SYN-SIS-000320,10,active,true,matched
598,322,3,56,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-006,TCH-002,SYN-SIS-000322,10,active,true,matched
599,329,3,56,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-006,TCH-002,SYN-SIS-000329,10,active,true,matched
600,331,3,56,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-006,TCH-002,SYN-SIS-000331,10,active,true,matched
601,35,3,57,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-007,TCH-002,SYN-SIS-000035,11,active,true,matched
602,100,3,57,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-007,TCH-002,SYN-SIS-000100,11,active,true,matched
603,204,3,57,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-007,TCH-002,SYN-SIS-000204,11,active,true,matched
604,231,3,57,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-007,TCH-002,SYN-SIS-000231,11,active,true,matched
605,263,3,57,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-007,TCH-002,SYN-SIS-000263,11,active,true,matched
606,293,3,57,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-007,TCH-002,SYN-SIS-000293,10,active,true,matched
607,302,3,57,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-007,TCH-002,SYN-SIS-000302,10,active,true,matched
608,308,3,57,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-007,TCH-002,SYN-SIS-000308,10,active,true,matched
609,325,3,57,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-007,TCH-002,SYN-SIS-000325,10,active,true,matched
610,330,3,57,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-007,TCH-002,SYN-SIS-000330,10,active,true,matched
611,332,3,57,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-007,TCH-002,SYN-SIS-000332,10,active,true,matched
612,341,3,57,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-007,TCH-002,SYN-SIS-000341,10,active,true,matched
613,345,3,57,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-007,TCH-002,SYN-SIS-000345,10,active,true,matched
614,17,3,58,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-008,TCH-002,SYN-SIS-000017,11,active,true,matched
615,113,3,58,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-008,TCH-002,SYN-SIS-000113,11,active,true,matched
616,205,3,58,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-008,TCH-002,SYN-SIS-000205,11,active,true,matched
617,254,3,58,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-008,TCH-002,SYN-SIS-000254,12,active,true,matched
618,288,3,58,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-008,TCH-002,SYN-SIS-000288,10,active,true,matched
619,297,3,58,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-008,TCH-002,SYN-SIS-000297,10,active,true,matched
620,303,3,58,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-008,TCH-002,SYN-SIS-000303,10,active,true,matched
621,310,3,58,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-008,TCH-002,SYN-SIS-000310,10,active,true,matched
622,319,3,58,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-008,TCH-002,SYN-SIS-000319,10,active,true,matched
623,335,3,58,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-008,TCH-002,SYN-SIS-000335,10,active,true,matched
624,339,3,58,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-008,TCH-002,SYN-SIS-000339,10,active,true,matched
625,344,3,58,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-008,TCH-002,SYN-SIS-000344,10,active,true,matched
626,346,3,58,12,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-2027-2028,MATH-ALG2,Y02-SEC-008,TCH-002,SYN-SIS-000346,10,active,true,matched
627,86,4,59,13,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-H-2027-2028,MATH-ALG2-H,Y02-SEC-009,TCH-003,SYN-SIS-000086,11,active,true,matched
628,221,4,59,13,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-H-2027-2028,MATH-ALG2-H,Y02-SEC-009,TCH-003,SYN-SIS-000221,11,active,true,matched
629,225,4,59,13,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-H-2027-2028,MATH-ALG2-H,Y02-SEC-009,TCH-003,SYN-SIS-000225,11,active,true,matched
630,292,4,59,13,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-H-2027-2028,MATH-ALG2-H,Y02-SEC-009,TCH-003,SYN-SIS-000292,10,active,true,matched
631,311,4,59,13,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-H-2027-2028,MATH-ALG2-H,Y02-SEC-009,TCH-003,SYN-SIS-000311,10,active,true,matched
632,312,4,59,13,synthetic_canvas_profile_extract_v2,synthetic_canvas,2027-2028,SYN-CANVAS-MATH-ALG2-H-2027-2028,MATH-ALG2-H,Y02-SEC-009,TCH-003,SYN-SIS-000312,10,active,true,matched
